,state,county,parameter,county_code,site_number,parameter_code,year,observation_count,exceptional_data_count,null_observation_count,arithmetic_mean,standard_deviation
1422,MO,St. Louis City,Lead (TSP) LC,510.0,85.0,14129.0,2014.0,51.8,0.0,1.2,0.015012799999999998,0.0128888
1423,MO,St. Louis City,Lead PM10 LC FRM/FEM,510.0,85.0,85129.0,2014.0,54.2,0.0,1.6,0.0084375,0.008071200000000002
1424,MO,St. Louis City,Nitrogen dioxide (NO2),510.0,89.52941176470588,42602.0,2014.2941176470588,7347.117647058823,0.0,386.0,18.964542235294118,9.45779605882353
1425,MO,St. Louis City,Ozone,510.0,85.0,44201.0,2014.3333333333333,7418.375,0.0,13.25,0.04357704166666665,0.013143541666666663
1426,MO,St. Louis City,PM10 Total 0-10um STP,510.0,88.0,81102.0,2013.875,2822.84375,0.0,126.28125,23.762567531250006,16.48588084375
1427,MO,St. Louis City,PM2.5 - Local Conditions,510.0,76.21794871794872,88101.0,2014.0128205128206,2031.9423076923076,1025.2820512820513,137.90384615384616,10.430418262820513,5.825463878205132
1428,MO,St. Louis City,Sulfur dioxide,510.0,85.5,42401.0,2014.0,4942.725,0.0,208.85,2.7577879999999997,2.7560299750000006
1429,MO,Taney,Ozone,213.0,4.0,44201.0,2014.3333333333333,4415.541666666667,0.0,4.125,0.04157470833333333,0.009486083333333332
1430,MT,Fergus,Nitrogen dioxide (NO2),27.0,6.0,42602.0,2014.0,6938.2,0.0,809.0,2.0816724,2.3100952
1431,MT,Fergus,Ozone,27.0,6.0,44201.0,2014.0,6985.25,0.0,45.45,0.03952205,0.006606650000000001
1432,MT,Fergus,PM10 Total 0-10um STP,27.0,6.0,81102.0,2014.3076923076924,4073.0384615384614,71.38461538461539,185.92307692307693,8.08597273076923,8.550336538461538
1433,MT,Fergus,PM2.5 - Local Conditions,27.0,6.0,88101.0,2014.3076923076924,1865.6,28.615384615384617,41.87692307692308,4.044198907692309,4.047002492307692
1434,MT,Flathead,Ozone,29.0,8001.0,44201.0,2014.0,7792.8,0.0,90.6,0.03824525000000001,0.008039300000000001
1435,MT,Flathead,PM10 Total 0-10um STP,29.0,37.54545454545455,81102.0,2013.878787878788,4363.378787878788,76.39393939393939,157.5,19.395870015151512,16.36580251515151
1436,MT,Flathead,PM2.5 - Local Conditions,29.0,49.0,88101.0,2014.0,1958.5466666666666,57.36,45.2,7.957032960000006,7.147133293333339
1437,MT,Gallatin,Carbon monoxide,31.0,17.0,42101.0,2014.1666666666667,6620.0,2320.5,403.75,0.14427183333333335,0.14024225000000004
1438,MT,Gallatin,Nitrogen dioxide (NO2),31.0,17.0,42602.0,2014.1666666666667,6648.5,6648.5,659.5,4.61577225,4.25777975
1439,MT,Gallatin,PM2.5 - Local Conditions,31.0,17.0,88101.0,2015.5,1368.0,0.0,71.9,3.7843299999999997,13.881370800000003
1440,MT,Lewis and Clark,Carbon monoxide,49.0,4.0,42101.0,2014.0,7818.6,0.0,622.6,0.1392227,0.04946750000000001
1441,MT,Lewis and Clark,Ozone,49.0,4.0,44201.0,2014.0,7850.05,0.0,74.75,0.042425950000000004,0.0072140999999999985
1442,MT,Lewis and Clark,PM2.5 - Local Conditions,49.0,15.132530120481928,88101.0,2013.9759036144578,1325.5261044176707,32.75502008032129,33.196787148594375,5.729495722891571,5.8606462168674645
1443,MT,Lewis and Clark,Sulfur dioxide,49.0,4.0,42401.0,2014.0,4620.3,0.0,445.0,0.26816530000000005,0.21673045000000002
1444,MT,Lincoln,PM10 Total 0-10um STP,53.0,18.0,81102.0,2014.0,4151.666666666667,105.8,346.8,18.8051921,14.48912043333333
1445,MT,Lincoln,PM2.5 - Local Conditions,53.0,18.0,88101.0,2014.0,1984.3066666666666,49.46666666666667,30.08,10.941827586666662,8.77640332
1446,MT,Missoula,Ozone,63.0,24.0,44201.0,2014.0,7818.3,0.0,87.85,0.03850950000000001,0.00963495
1447,MT,Missoula,PM10 Total 0-10um STP,63.0,24.0,81102.0,2014.0,4353.466666666666,196.53333333333333,107.4,17.596174733333335,15.346476099999999
1448,MT,Missoula,PM2.5 - Local Conditions,63.0,28.875,88101.0,2013.8,1867.275,90.13,82.76,8.861912194999997,7.834041200000009
1449,MT,Phillips,Nitrogen dioxide (NO2),71.0,10.0,42602.0,2014.0,7200.0,0.0,547.2,1.3620351,1.3752025
1450,MT,Phillips,Ozone,71.0,10.0,44201.0,2014.0,6818.9,0.0,93.3,0.03985860000000001,0.00781435
1451,MT,Phillips,PM10 Total 0-10um STP,71.0,10.0,81102.0,2014.3076923076924,4004.3076923076924,72.92307692307692,252.1153846153846,8.347040423076923,8.703863
1452,MT,Phillips,PM2.5 - Local Conditions,71.0,10.0,88101.0,2014.3076923076924,1846.3692307692309,29.661538461538463,58.184615384615384,4.51055112307692,4.505110030769232
1453,MT,Powder River,Nitrogen dioxide (NO2),75.0,1.0,42602.0,2014.0,6713.4,0.0,2056.2,2.0054410000000003,1.9025294000000001
1454,MT,Powder River,Ozone,75.0,1.0,44201.0,2014.0,7811.25,0.0,81.1,0.04352515000000001,0.0072891499999999994
1455,MT,Powder River,PM10 Total 0-10um STP,75.0,1.0,81102.0,2013.6666666666667,4988.111111111111,3690.0,433.0,27.625642833333337,33.65852205555555
1456,MT,Powder River,PM2.5 - Local Conditions,75.0,1.0,88101.0,2014.0,1804.8133333333333,80.61333333333333,167.88,6.34823961333333,5.324246506666668
1457,MT,Ravalli,PM2.5 - Local Conditions,81.0,7.0,88101.0,2014.0,1892.64,109.30666666666667,75.28,9.588293173333335,12.699651613333334
1458,MT,Richland,Nitrogen dioxide (NO2),83.0,1.0,42602.0,2013.7142857142858,8029.142857142857,1077.5714285714287,731.1428571428571,2.0251394999999994,1.9728996428571424
1459,MT,Richland,Ozone,83.0,1.0,44201.0,2013.7142857142858,7766.892857142857,268.0,85.07142857142857,0.04217739285714286,0.007524821428571431
1460,MT,Richland,PM10 Total 0-10um STP,83.0,1.0,81102.0,2014.0,5654.866666666667,5538.4,308.0,20.653108933333332,26.729376933333334
1461,MT,Richland,PM2.5 - Local Conditions,83.0,1.0,88101.0,2014.0,1935.9333333333334,69.52,61.36,6.739685746666668,4.69533986666667
1462,MT,Richland,Sulfur dioxide,83.0,1.0,42401.0,2014.0,4538.55,0.0,508.1,0.17067525000000006,0.5196912
1463,MT,Rosebud,Nitrogen dioxide (NO2),87.0,571.0,42602.0,2014.0,7790.75,0.0,947.75,2.5540255250000006,5.12346095
1464,MT,Rosebud,Ozone,87.0,1.0,44201.0,2014.0,7911.45,0.0,58.35,0.0446192,0.00724665
1465,MT,Rosebud,PM10 Total 0-10um STP,87.0,110.28571428571429,81102.0,2013.7857142857142,4273.857142857143,2458.3571428571427,573.9285714285714,20.237807571428572,24.100142928571433
1466,MT,Rosebud,PM2.5 - Local Conditions,87.0,1.0,88101.0,2014.0,1838.24,78.16,141.24,5.415903386666666,4.804503679999995
1467,MT,Rosebud,Sulfur dioxide,87.0,761.0,42401.0,2014.0,4708.85,0.0,393.6333333333333,1.4007531500000001,2.419077766666667
1468,MT,Sanders,PM10 Total 0-10um STP,89.0,7.0,81102.0,2014.5,3053.1,14.1,249.8,17.18534175,17.563041849999998
1469,MT,Silver Bow,PM10 Total 0-10um STP,93.0,5.0,81102.0,2014.0,4319.8,197.33333333333334,139.6,20.85180936666666,15.95543523333333
1470,MT,Silver Bow,PM2.5 - Local Conditions,93.0,5.0,88101.0,2013.9223300970873,1417.2038834951456,57.74757281553398,46.42718446601942,9.246974514563107,8.611549378640783
1471,MT,Yellowstone,PM2.5 - Local Conditions,111.0,85.0,88101.0,2015.5,1488.3,8.066666666666666,169.0,7.030021933333332,4.670014566666666
1472,MT,Yellowstone,Sulfur dioxide,111.0,43.77777777777778,42401.0,2013.7777777777778,4467.444444444444,0.0,326.72222222222223,3.8758334166666666,5.436695222222221
1473,NE,Cass,PM10 Total 0-10um STP,25.0,5.684210526315789,81102.0,2013.8947368421052,2337.5789473684213,0.0,100.94736842105263,25.448607157894735,21.103249842105267
1474,NE,Dawson,PM10 Total 0-10um STP,47.0,2.111111111111111,81102.0,2013.7777777777778,50.55555555555556,0.0,4.777777777777778,24.19647255555556,16.719338
1475,NE,Dodge,Lead (TSP) LC,53.0,5.0,14129.0,2014.0,39.7,0.0,8.3,0.037671699999999995,0.0795234
1476,NE,Douglas,Carbon monoxide,55.0,37.5,42101.0,2014.0,8608.25,0.0,101.25,0.3366313999999999,0.17060535
1477,NE,Douglas,Lead (TSP) LC,55.0,19.0,14129.0,2014.0,58.4,0.0,2.4,0.0036636000000000004,0.0021664
1478,NE,Douglas,Ozone,55.0,30.761904761904763,44201.0,2014.2857142857142,5656.726190476191,1.7142857142857142,65.29761904761905,0.041899976190476196,0.011312107142857143
1479,NE,Douglas,PM10 Total 0-10um STP,55.0,37.714285714285715,81102.0,2014.0,2587.9142857142856,0.0,45.31428571428572,24.393013399999997,15.311598314285717
1480,NE,Douglas,PM2.5 - Local Conditions,55.0,29.73170731707317,88101.0,2014.341463414634,940.6016260162602,2.3739837398373984,25.528455284552845,8.342620325203251,4.684574260162608
1481,NE,Douglas,Sulfur dioxide,55.0,35.6530612244898,42401.0,2013.9591836734694,21296.20408163265,0.0,589.6122448979592,1.9472568163265311,4.202319102040817
1482,NE,Hall,PM2.5 - Local Conditions,79.0,4.0,88101.0,2014.0,116.2,0.0,6.0,6.683458400000001,3.682269199999999
1483,NE,Knox,Ozone,107.0,9991.0,44201.0,2014.0,7755.0,0.0,148.9,0.04542985000000001,0.010689250000000003
1484,NE,Lancaster,Carbon monoxide,109.0,18.0,42101.0,2012.0,800.5,0.0,691.5,0.3130555,0.2350235
1485,NE,Lancaster,Ozone,109.0,16.0,44201.0,2014.2222222222222,4679.722222222223,4.0,22.52777777777778,0.04171177777777777,0.009526666666666666
1486,NE,Lancaster,PM2.5 - Local Conditions,109.0,22.0,88101.0,2014.0,87.21428571428571,1.2857142857142858,3.5714285714285716,7.635747000000001,4.609279285714282
1487,NE,Lancaster,Sulfur dioxide,109.0,25.0,42401.0,2016.0,115.5,0.0,1.5,1.55008225,1.4831055
1488,NE,Nemaha,Lead (TSP) LC,127.0,2.0,14129.0,2014.0,49.2,0.0,4.8,0.008909400000000001,0.021183200000000003
1489,NE,Sarpy,PM2.5 - Local Conditions,153.0,7.0,88101.0,2014.2222222222222,1827.111111111111,4.266666666666667,180.15555555555557,8.916572444444451,5.248646977777778
1490,NE,Scotts Bluff,Ozone,157.0,5.0,44201.0,2012.0,4069.5,1098.0,0.0,0.054802500000000004,0.008465499999999999
1491,NE,Scotts Bluff,PM2.5 - Local Conditions,157.0,4.0,88101.0,2014.0,94.0,0.0,27.8,5.420001399999999,3.6226403999999994
1492,NE,Washington,PM2.5 - Local Conditions,177.0,2.0,88101.0,2014.0,114.2,0.0,7.4,7.598767800000002,4.3356031999999995
1493,NV,Carson City,Ozone,510.0,16.4,44201.0,2014.0,5640.85,0.0,22.05,0.051132449999999996,0.008406050000000002
1494,NV,Carson City,PM2.5 - Local Conditions,510.0,20.0,88101.0,2014.1351351351352,1276.6891891891892,14.324324324324325,10.797297297297296,6.720251270270263,8.346150878378383
1495,NV,Churchill,Ozone,1.0,2.0,44201.0,2014.6666666666667,6083.972222222223,4.0,69.66666666666667,0.04734308333333334,0.008634805555555559
1496,NV,Clark,Carbon monoxide,3.0,951.6111111111111,42101.0,2013.8333333333333,8316.722222222223,0.0,156.27777777777777,0.45811155555555555,0.4242407777777779
1497,NV,Clark,Lead (TSP) LC,3.0,540.0,14129.0,2014.0,47.8,0.0,1.0,0.0030228000000000004,0.0022078
1498,NV,Clark,Lead PM10 LC FRM/FEM,3.0,540.0,85129.0,2012.0,29.0,0.0,0.0,0.002759,0.002064
1499,NV,Clark,Nitrogen dioxide (NO2),3.0,892.2,42602.0,2014.45,7060.85,0.2,832.35,21.254847500000004,11.061904549999998
1500,NV,Clark,Ozone,3.0,1186.7727272727273,44201.0,2013.9545454545455,7093.891233766234,118.12012987012987,54.6525974025974,0.0491376801948052,0.012050115259740266
1501,NV,Clark,PM10 Total 0-10um STP,3.0,999.0291262135922,81102.0,2014.0970873786407,4445.907766990291,325.0,124.2378640776699,20.152265305825235,19.502295640776715
1502,NV,Clark,PM2.5 - Local Conditions,3.0,1362.903133903134,88101.0,2014.1538461538462,1439.0883190883192,175.62962962962962,55.52421652421653,8.03868999430199,4.73454722222223
1503,NV,Clark,Sulfur dioxide,3.0,540.0,42401.0,2014.0,4928.65,0.0,197.2,1.53429,1.17265615
1504,NV,Douglas,Carbon monoxide,5.0,9.0,42101.0,2012.0,2455.0,0.0,951.5,0.7011890000000001,0.9064510000000001
1505,NV,Douglas,PM2.5 - Local Conditions,5.0,7.0,88101.0,2014.2,1764.74,25.6,97.58,10.342564700000004,12.384949700000004
1506,NV,Elko,Ozone,7.0,6.0,44201.0,2014.5,2853.875,766.0,19.875,0.051082125000000006,0.005862
1507,NV,Elko,PM10 Total 0-10um STP,7.0,5.0,81102.0,2014.4444444444443,4336.944444444444,4.555555555555555,218.44444444444446,24.882748000000007,21.025343499999998
1508,NV,Lyon,Ozone,19.0,6.0,44201.0,2014.5714285714287,6222.321428571428,3.4285714285714284,50.17857142857143,0.049504535714285695,0.009329571428571428
1509,NV,Mineral,PM10 Total 0-10um STP,21.0,1017.0,81102.0,2012.5,1129.6666666666667,1106.6666666666667,944.3333333333334,11.0021305,8.143280666666667
1510,NV,Nye,PM10 Total 0-10um STP,23.0,13.41304347826087,81102.0,2014.2173913043478,4328.923913043478,6.3478260869565215,225.55434782608697,18.30897013043477,23.895819673913046
1511,NV,Washoe,Carbon monoxide,31.0,592.3461538461538,42101.0,2013.7692307692307,8490.5,0.0,81.40384615384616,0.3116544999999999,0.22502655769230767
1512,NV,Washoe,Nitrogen dioxide (NO2),31.0,16.0,42602.0,2014.0,8527.4,0.0,242.2,21.4796171,11.5117496
1513,NV,Washoe,Ozone,31.0,808.4318181818181,44201.0,2014.3636363636363,8003.823863636364,7.568181818181818,32.66477272727273,0.04512698863636363,0.01226116477272726
1514,NV,Washoe,PM10 Total 0-10um STP,31.0,540.7391304347826,81102.0,2013.9347826086957,4007.391304347826,1068.0217391304348,89.08695652173913,30.043962206521744,42.95853697826088
1515,NV,Washoe,PM2.5 - Local Conditions,31.0,283.52450980392155,88101.0,2013.7892156862745,1380.2254901960785,31.166666666666668,22.348039215686274,8.176430245098041,7.723209965686278
1516,NV,Washoe,Sulfur dioxide,31.0,16.0,42401.0,2014.0,22981.96,0.0,2179.4,0.5311062400000001,0.6524286799999999
1517,NV,White Pine,Ozone,33.0,101.0,44201.0,2014.2857142857142,7860.964285714285,3.4285714285714284,72.64285714285714,0.04799617857142857,0.008233857142857143
1518,NH,Belknap,Ozone,1.0,2004.0,44201.0,2014.0,4042.6,0.0,15.4,0.038598900000000005,0.009982150000000002
1519,NH,Belknap,PM2.5 - Local Conditions,1.0,2004.1724137931035,88101.0,2014.6206896551723,93.10344827586206,0.0,9.517241379310345,5.4318082068965525,3.199318310344827
1520,NH,Cheshire,Carbon monoxide,5.0,7.0,42101.0,2012.5,1948.25,0.0,122.75,0.35865174999999994,0.1744485
1521,NH,Cheshire,Ozone,5.0,7.0,44201.0,2014.0,8057.0,0.0,35.2,0.040189850000000006,0.010481200000000001
1522,NH,Cheshire,PM2.5 - Local Conditions,5.0,7.0,88101.0,2014.0,1094.6,0.0,57.666666666666664,8.13112746666667,5.937318555555557
1523,NH,Cheshire,Sulfur dioxide,5.0,7.0,42401.0,2012.5555555555557,3330.777777777778,0.0,676.0,4.020708222222222,3.3011786666666665
1524,NH,Coos,Ozone,7.0,4001.5,44201.0,2014.0,5997.325,0.0,38.55,0.043591125,0.0101278
1525,NH,Grafton,Ozone,9.0,5000.5,44201.0,2014.0,7930.075,0.0,82.525,0.03663507499999998,0.010466725
1526,NH,Grafton,PM2.5 - Local Conditions,9.0,309.2,88101.0,2014.2,1021.42,0.0,41.14,6.077295019999999,3.650259620000002
1527,NH,Hillsborough,Carbon monoxide,11.0,4170.833333333333,42101.0,2013.6666666666667,7443.25,0.0,129.58333333333334,0.21440333333333328,0.09709475000000001
1528,NH,Hillsborough,Nitrogen dioxide (NO2),11.0,1011.0,42602.0,2013.0,2064.3333333333335,0.0,863.6666666666666,2.292304,1.6093491666666668
1529,NH,Hillsborough,Ozone,11.0,3006.0,44201.0,2014.0,6038.4,0.0,28.625,0.04386005,0.011101075
1530,NH,Hillsborough,PM10 Total 0-10um STP,11.0,5001.0,81102.0,2012.5,85.5,0.0,5.5,5.778904,4.153214999999999
1531,NH,Hillsborough,PM2.5 - Local Conditions,11.0,4161.8421052631575,88101.0,2013.7894736842106,915.7894736842105,0.0,32.49122807017544,5.363872964912283,3.1292045614035082
1532,NH,Hillsborough,Sulfur dioxide,11.0,4170.833333333333,42401.0,2013.6666666666667,20763.266666666666,0.0,1255.1333333333334,1.1516585,0.8163399000000002
1533,NH,Merrimack,Ozone,13.0,1007.0,44201.0,2014.0,5971.4,0.0,47.45,0.04030835,0.010673650000000002
1534,NH,Merrimack,PM2.5 - Local Conditions,13.0,1006.0,88101.0,2013.125,66.25,0.0,2.0,7.508049249999999,4.176449124999999
1535,NH,Merrimack,Sulfur dioxide,13.0,1006.5,42401.0,2014.0,24249.26,0.0,931.82,1.0491195,1.5909500200000004
1536,NH,Rockingham,Carbon monoxide,15.0,18.0,42101.0,2014.0,8584.6,0.0,107.7,0.18435490000000002,0.06115469999999999
1537,NH,Rockingham,Lead PM10 LC FRM/FEM,15.0,18.0,85129.0,2014.0,52.4,0.0,1.6,0.0018610000000000002,0.0014808
1538,NH,Rockingham,Nitrogen dioxide (NO2),15.0,18.0,42602.0,2015.0,6307.0,0.0,277.0,5.642152333333333,4.596835333333334
1539,NH,Rockingham,Ozone,15.0,16.0,44201.0,2014.0,6673.483333333334,0.0,40.516666666666666,0.042141649999999996,0.011072283333333332
1540,NH,Rockingham,PM10 Total 0-10um STP,15.0,14.4,81102.0,2014.05,1273.95,0.0,86.2,11.006544949999999,5.897616449999999
1541,NH,Rockingham,PM2.5 - Local Conditions,15.0,16.15126050420168,88101.0,2014.0840336134454,682.0840336134454,0.0,70.01680672268908,6.407052789915961,3.5517839327731067
1542,NH,Rockingham,Sulfur dioxide,15.0,16.0,42401.0,2014.0,23974.26,0.0,1195.28,1.2566008199999998,1.39469936
1543,NJ,Atlantic,Ozone,1.0,6.0,44201.0,2014.6666666666667,7819.5,3.2777777777777777,0.0,0.04501880555555554,0.010844916666666664
1544,NJ,Atlantic,PM2.5 - Local Conditions,1.0,450.44444444444446,88101.0,2014.2222222222222,274.77777777777777,0.0,2.577777777777778,7.5263059111111135,3.7682664888888877
1545,NJ,Atlantic,Sulfur dioxide,1.0,6.0,42401.0,2014.0,24190.28,0.0,0.0,0.43875543999999983,0.6258509999999999
1546,NJ,Bergen,Carbon monoxide,3.0,10.0,42101.0,2015.0,7831.0,0.0,0.0,0.2275841666666667,0.1227335
1547,NJ,Bergen,Nitrogen dioxide (NO2),3.0,10.0,42602.0,2014.7142857142858,7563.0,4.0,0.0,26.7455265,13.109239571428573
1548,NJ,Bergen,Ozone,3.0,6.0,44201.0,2014.6666666666667,5238.361111111111,3.888888888888889,0.0,0.0438775,0.014988916666666666
1549,NJ,Bergen,PM2.5 - Local Conditions,3.0,5.333333333333333,88101.0,2014.5,671.2,0.0,1.2,9.453955433333334,5.318857133333334
1550,NJ,Camden,Carbon monoxide,7.0,2.0,42101.0,2014.0,8142.6,0.0,0.0,0.2083021,0.15575889999999998
1551,NJ,Camden,Nitrogen dioxide (NO2),7.0,2.0,42602.0,2014.0,7972.6,0.0,0.0,18.697918299999998,10.2266087
1552,NJ,Camden,Ozone,7.0,501.5,44201.0,2014.6666666666667,6590.583333333333,3.2777777777777777,0.0,0.04629548611111112,0.013562583333333336
1553,NJ,Camden,PM10 Total 0-10um STP,7.0,9.0,81102.0,2014.0,54.2,0.0,5.0,30.678038000000004,19.18985
1554,NJ,Camden,PM2.5 - Local Conditions,7.0,448.6666666666667,88101.0,2014.2222222222222,316.68888888888887,0.0,2.4,9.551569599999993,5.128935533333334
1555,NJ,Camden,Sulfur dioxide,7.0,2.0,42401.0,2014.0,22953.56,0.0,0.0,0.7052251999999999,1.9627210399999995
1556,NJ,Cumberland,Nitrogen dioxide (NO2),11.0,7.0,42602.0,2016.0,4342.0,0.0,0.0,9.7482325,6.9490685
1557,NJ,Cumberland,Ozone,11.0,7.0,44201.0,2014.6666666666667,7813.888888888889,3.2222222222222223,0.0,0.04438016666666666,0.011980083333333337
1558,NJ,Cumberland,PM2.5 - Local Conditions,11.0,7.0,88101.0,2016.0,2005.2,0.0,0.0,7.844439399999999,3.9446343999999995
1559,NJ,Essex,Carbon monoxide,13.0,3.0,42101.0,2014.0,8589.0,0.0,0.0,0.3312248,0.2108366
1560,NJ,Essex,Lead PM10 LC FRM/FEM,13.0,3.0,85129.0,2014.0,58.2,0.0,0.0,0.003107,0.0027726
1561,NJ,Essex,Nitrogen dioxide (NO2),13.0,503.0,42602.0,2014.0,7987.2,0.0,0.0,24.452701150000003,12.177098950000001
1562,NJ,Essex,Ozone,13.0,3.0,44201.0,2014.6666666666667,7987.0,3.9722222222222223,0.0,0.041483416666666655,0.014319111111111109
1563,NJ,Essex,PM10 Total 0-10um STP,13.0,3.0,81102.0,2015.0,114.66666666666667,0.0,3.3333333333333335,15.195919666666667,8.633726666666668
1564,NJ,Essex,PM2.5 - Local Conditions,13.0,3.0,88101.0,2014.4,488.36,0.0,1.76,8.795863520000003,5.02430352
1565,NJ,Essex,Sulfur dioxide,13.0,3.0,42401.0,2014.0,24612.36,0.0,0.0,0.9439085999999999,1.0100778400000001
1566,NJ,Gloucester,Ozone,15.0,2.0,44201.0,2014.6666666666667,5059.527777777777,3.3055555555555554,0.0,0.046712694444444425,0.013733388888888887
1567,NJ,Gloucester,PM2.5 - Local Conditions,15.0,4.0,88101.0,2014.0,115.4,0.0,1.6,8.722552799999999,4.669285
1568,NJ,Hudson,Carbon monoxide,17.0,1002.0,42101.0,2014.0,8451.2,0.0,0.0,0.5654418999999999,0.27226490000000003
1569,NJ,Hudson,Nitrogen dioxide (NO2),17.0,172.0,42602.0,2014.3333333333333,7546.0,0.0,0.0,23.857733166666662,11.3090215
1570,NJ,Hudson,Ozone,17.0,6.0,44201.0,2014.6666666666667,7513.638888888889,4.0,0.0,0.04319925000000001,0.014773194444444443
1571,NJ,Hudson,PM10 Total 0-10um STP,17.0,1003.0,81102.0,2014.0,53.0,0.0,4.0,19.883305999999997,9.7041709
1572,NJ,Hudson,PM2.5 - Local Conditions,17.0,1187.676923076923,88101.0,2014.1538461538462,308.7846153846154,0.0,3.753846153846154,9.707806892307696,5.191767707692308
1573,NJ,Hudson,Sulfur dioxide,17.0,504.0,42401.0,2014.0,22946.58,0.0,0.0,0.9649987800000004,1.23044794
1574,NJ,Hunterdon,Ozone,19.0,1.0,44201.0,2014.6666666666667,7923.305555555556,3.9444444444444446,0.0,0.04583699999999999,0.01335669444444444
1575,NJ,Hunterdon,PM2.5 - Local Conditions,19.0,1.0,88101.0,2016.0,1421.0,0.0,0.0,8.550411999999998,4.084722
1576,NJ,Mercer,Ozone,21.0,3571.4285714285716,44201.0,2014.4285714285713,7907.196428571428,2.5357142857142856,60.035714285714285,0.046466589285714295,0.013825517857142849
1577,NJ,Mercer,PM2.5 - Local Conditions,21.0,3126.8536585365855,88101.0,2014.0487804878048,441.9756097560976,0.0,3.4146341463414633,8.263086707317074,4.620966658536585
1578,NJ,Middlesex,Nitrogen dioxide (NO2),23.0,11.0,42602.0,2014.0,8184.2,0.0,0.0,14.5978318,9.8903504
1579,NJ,Middlesex,Ozone,23.0,11.0,44201.0,2014.5714285714287,7652.75,1.7142857142857142,0.0,0.046963678571428566,0.014834571428571428
1580,NJ,Middlesex,PM2.5 - Local Conditions,23.0,7.8,88101.0,2014.4,490.16,0.0,1.76,7.983703600000001,4.30285568
1581,NJ,Monmouth,Ozone,25.0,5.0,44201.0,2014.6666666666667,5328.444444444444,3.3333333333333335,0.0,0.044950722222222225,0.013123527777777779
1582,NJ,Morris,Nitrogen dioxide (NO2),27.0,3001.0,42602.0,2014.0,8364.6,0.0,0.0,6.8832316,6.6822013
1583,NJ,Morris,Ozone,27.0,3001.0,44201.0,2014.6666666666667,7890.055555555556,3.9444444444444446,0.0,0.0445858611111111,0.012578166666666668
1584,NJ,Morris,PM2.5 - Local Conditions,27.0,1877.125,88101.0,2013.625,116.5,0.0,2.0,7.626062124999997,4.28931025
1585,NJ,Morris,Sulfur dioxide,27.0,3001.0,42401.0,2014.0,23964.08,0.0,0.0,0.6757285199999998,0.98106112
1586,NJ,Ocean,Ozone,29.0,6.0,44201.0,2014.6666666666667,5282.166666666667,3.3333333333333335,0.0,0.04655966666666668,0.013391611111111108
1587,NJ,Ocean,PM2.5 - Local Conditions,29.0,2002.0,88101.0,2014.0,345.0,0.0,8.8,7.533219999999998,3.9932612000000005
1588,NJ,Passaic,Ozone,31.0,5001.0,44201.0,2014.6666666666667,5357.055555555556,4.0,0.0,0.04413444444444445,0.012720305555555554
1589,NJ,Passaic,PM2.5 - Local Conditions,31.0,5.0,88101.0,2014.0,116.8,0.0,1.4,8.637882599999998,4.933288000000002
1590,NJ,Union,Carbon monoxide,39.0,3.5,42101.0,2014.0,8639.4,0.0,0.0,0.39920035000000004,0.22015135000000002
1591,NJ,Union,Nitrogen dioxide (NO2),39.0,4.0,42602.0,2014.0,8520.2,0.0,0.0,29.022633000000003,12.6539167
1592,NJ,Union,PM2.5 - Local Conditions,39.0,474.63529411764705,88101.0,2013.835294117647,254.68235294117648,0.0,3.2470588235294118,9.888711047058822,5.440935058823526
1593,NJ,Union,Sulfur dioxide,39.0,3.5,42401.0,2014.0,24506.68,0.0,0.0,0.9181302000000001,1.4379607999999997
1594,NJ,Warren,Nitrogen dioxide (NO2),41.0,7.0,42602.0,2014.0,8395.0,0.0,0.0,19.375298800000003,9.522528500000002
1595,NJ,Warren,Ozone,41.0,7.0,44201.0,2014.6666666666667,7917.305555555556,3.9444444444444446,0.0,0.03907966666666666,0.013148861111111113
1596,NJ,Warren,PM2.5 - Local Conditions,41.0,6.675675675675675,88101.0,2013.945945945946,378.4594594594595,0.0,2.5945945945945947,8.501510675675679,4.809488000000001
1597,NJ,Warren,Sulfur dioxide,41.0,7.0,42401.0,2014.0,24427.16,0.0,0.0,1.0375266399999998,3.9086832400000002
1598,NM,Bernalillo,Carbon monoxide,1.0,108.41666666666667,42101.0,2013.6666666666667,7125.041666666667,0.0,327.375,0.25279983333333333,0.21245199999999997
1599,NM,Bernalillo,Lead (TSP) LC,1.0,23.0,14129.0,2014.0,58.4,0.0,0.6,0.0023580000000000003,0.0022773999999999997
1600,NM,Bernalillo,Nitrogen dioxide (NO2),1.0,23.0,42602.0,2014.0,8253.0,0.0,490.0,18.8770643,9.746141699999999
1601,NM,Bernalillo,Ozone,1.0,298.7586206896552,44201.0,2013.655172413793,7058.1551724137935,0.0,71.57758620689656,0.0465434827586207,0.010495103448275868
1602,NM,Bernalillo,PM10 Total 0-10um STP,1.0,105.28,81102.0,2013.96,3705.4266666666667,1606.4933333333333,187.77333333333334,27.925403746666678,26.55703040000001
1603,NM,Bernalillo,PM2.5 - Local Conditions,1.0,25.080357142857142,88101.0,2014.267857142857,1185.7589285714287,0.26785714285714285,113.52678571428571,6.6016501160714345,3.956063660714286
1604,NM,Bernalillo,Sulfur dioxide,1.0,23.0,42401.0,2014.0,23950.08,0.0,788.6,0.8455255599999998,0.7017905999999998
1605,NM,Dona Ana,Nitrogen dioxide (NO2),13.0,21.5,42602.0,2014.0,8383.0,0.0,368.3,11.150024599999998,8.444690300000001
